date,yield_3m,yield_6m,yield_1y,yield_3y,yield_5y,yield_7y,yield_10y,shibor_on,shibor_1w,shibor_1m,shibor_3m,cpi_yoy,ppi_yoy,pmi_manufacturing,m2_yoy
2023-09-06,1.6009,2.0097,2.0801,2.3205,2.5039,2.6499,2.6375,1.493,1.795,1.914,2.052,-0.3,-4.4,49.3,10.7
2023-09-07,1.6508,2.0596,2.0874,2.3254,2.4986,2.6498,2.635,1.84,1.904,1.93,2.067,-0.3,-4.4,49.3,10.7
2023-09-08,1.6601,2.0695,2.0952,2.3337,2.493,2.6474,2.6375,1.893,1.835,1.945,2.081,-0.3,-4.4,49.3,10.7
2023-09-11,1.7451,2.1011,2.1352,2.3455,2.493,2.6448,2.63,1.906,1.955,1.968,2.094,-0.3,-4.4,49.3,10.7
2023-09-12,1.7651,2.0935,2.1252,2.3423,2.4808,2.6408,2.623,1.834,1.931,1.999,2.104,-0.3,-4.4,49.3,10.7
2023-09-13,1.8029,2.0819,2.1027,2.323,2.4685,2.6249,2.615,1.524,1.874,2.027,2.117,-0.3,-4.4,49.3,10.7
2023-09-14,1.8015,2.09,2.1027,2.3421,2.462,2.6174,2.6075,1.766,1.917,2.056,2.144,-0.3,-4.4,49.3,10.7
2023-09-15,1.8023,2.0969,2.1327,2.349,2.4939,2.6474,2.64,1.763,1.9,2.083,2.165,-0.3,-4.4,49.3,10.7
2023-09-18,1.806,2.1167,2.1727,2.3854,2.5126,2.6499,2.65,1.912,1.891,2.11,2.194,-0.3,-4.4,49.3,10.7
2023-09-19,1.8171,2.1219,2.1877,2.3882,2.5234,2.6625,2.6625,1.837,1.925,2.126,2.221,-0.3,-4.4,49.3,10.7
2023-09-20,1.8507,2.143,2.2077,2.3871,2.5211,2.6675,2.665,2.038,1.961,2.157,2.243,-0.3,-4.4,49.3,10.7
2023-09-21,1.8613,2.131,2.1877,2.3696,2.5092,2.655,2.6576,1.884,1.951,2.192,2.26,-0.3,-4.4,49.3,10.7
2023-09-22,1.8529,2.1686,2.1977,2.3907,2.5296,2.68,2.6776,1.727,1.988,2.211,2.273,-0.3,-4.4,49.3,10.7
2023-09-25,1.9096,2.1755,2.2127,2.4002,2.5511,2.7,2.6976,1.694,2.005,2.229,2.282,-0.3,-4.4,49.3,10.7
2023-09-26,2.0584,2.2665,2.2327,2.4152,2.5491,2.7,2.6951,1.741,1.969,2.26,2.294,-0.3,-4.4,49.3,10.7
2023-09-27,2.1032,2.2889,2.2077,2.4059,2.5354,2.6975,2.6877,1.706,1.848,2.278,2.303,-0.3,-4.4,49.3,10.7
2023-09-28,2.0009,2.1998,2.1677,2.3713,2.5256,2.6775,2.6751,2.155,2.195,2.285,2.302,-0.3,-4.4,49.3,10.7
2023-10-07,1.8109,2.0903,2.1477,2.3702,2.5175,2.6603,2.6651,1.701,1.831,2.272,2.3,0.1,-3.0,49.7,10.6
2023-10-08,1.7658,2.065,2.1377,2.3677,2.5178,2.6602,2.6626,1.597,1.764,2.264,2.3,0.1,-3.0,49.7,10.6
2023-10-09,1.782,2.1099,2.1577,2.3968,2.5352,2.6607,2.6702,1.73,1.801,2.236,2.3,0.1,-3.0,49.7,10.6
2023-10-10,1.8133,2.16,2.1977,2.4389,2.555,2.6825,2.6811,1.827,1.861,2.237,2.302,0.1,-3.0,49.7,10.6
2023-10-11,1.8633,2.1936,2.2377,2.4901,2.5899,2.705,2.6976,1.864,1.895,2.236,2.304,0.1,-3.0,49.7,10.6
2023-10-12,1.8657,2.1842,2.1977,2.4687,2.5803,2.7,2.6911,1.81,1.889,2.234,2.305,0.1,-3.0,49.7,10.6
2023-10-13,1.8957,2.1792,2.1777,2.451,2.5528,2.6825,2.6702,1.741,1.893,2.229,2.308,0.1,-3.0,49.7,10.6
2023-10-16,1.9357,2.189,2.1877,2.4758,2.5629,2.6973,2.6777,1.722,1.793,2.223,2.309,0.1,-3.0,49.7,10.6
2023-10-17,1.9852,2.1986,2.2227,2.487,2.573,2.7025,2.6882,1.814,1.844,2.218,2.313,0.1,-3.0,49.7,10.6
2023-10-18,2.0402,2.2278,2.2457,2.5117,2.6029,2.715,2.7052,1.835,1.899,2.219,2.321,0.1,-3.0,49.7,10.6
2023-10-19,2.1302,2.2689,2.2907,2.5348,2.6205,2.7275,2.7177,1.859,1.929,2.226,2.333,0.1,-3.0,49.7,10.6
2023-10-20,2.1802,2.2888,2.3107,2.501,2.5982,2.715,2.7052,1.907,2.103,2.235,2.34,0.1,-3.0,49.7,10.6
2023-10-23,2.1802,2.2688,2.3007,2.4895,2.5887,2.7125,2.7047,1.931,1.933,2.245,2.35,0.1,-3.0,49.7,10.6
2023-10-24,2.2052,2.2973,2.3257,2.495,2.5862,2.725,2.7177,1.877,1.988,2.256,2.364,0.1,-3.0,49.7,10.6
2023-10-25,2.3048,2.3597,2.2838,2.4484,2.5515,2.7075,2.7052,1.952,2.006,2.266,2.378,0.1,-3.0,49.7,10.6
2023-10-26,2.3045,2.3794,2.2838,2.4646,2.5667,2.7175,2.7152,1.65,2.045,2.268,2.39,0.1,-3.0,49.7,10.6
2023-10-27,2.3027,2.3789,2.2807,2.448,2.5518,2.7103,2.7133,1.626,2.053,2.269,2.399,0.1,-3.0,49.7,10.6
2023-10-30,2.2905,2.358,2.2251,2.4337,2.5526,2.7105,2.7141,1.695,2.041,2.271,2.406,0.1,-3.0,49.7,10.6
2023-10-31,2.2929,2.3578,2.2051,2.4301,2.5325,2.6878,2.6938,1.75,1.965,2.268,2.415,0.0,-2.5,50.2,10.3
2023-11-01,2.3114,2.3846,2.2501,2.4376,2.5299,2.6815,2.6853,1.789,1.889,2.265,2.421,0.0,-2.5,50.2,10.3
2023-11-02,2.2867,2.3392,2.2151,2.4077,2.4975,2.655,2.6553,1.494,1.837,2.262,2.426,0.0,-2.5,50.2,10.3
2023-11-03,2.2785,2.3289,2.2202,2.4225,2.5177,2.6635,2.6613,1.623,1.742,2.25,2.43,0.0,-2.5,50.2,10.3
2023-11-06,2.2798,2.3277,2.2303,2.4249,2.5181,2.66,2.6554,1.579,1.752,2.249,2.438,0.0,-2.5,50.2,10.3
2023-11-07,2.2904,2.3476,2.2505,2.4454,2.5329,2.6699,2.6632,1.637,1.817,2.245,2.445,0.0,-2.5,50.2,10.3
2023-11-08,2.3189,2.3583,2.2479,2.4385,2.5211,2.6529,2.6464,1.73,1.822,2.24,2.449,0.0,-2.5,50.2,10.3
2023-11-09,2.316,2.3572,2.2406,2.4474,2.5204,2.655,2.6494,1.647,1.824,2.236,2.45,0.0,-2.5,50.2,10.3
2023-11-10,2.3276,2.3668,2.2306,2.4365,2.5029,2.6475,2.6444,1.701,1.826,2.235,2.451,0.0,-2.5,50.2,10.3
2023-11-13,2.3116,2.3554,2.2059,2.4237,2.4909,2.646,2.6454,1.754,1.84,2.234,2.451,0.0,-2.5,50.2,10.3
2023-11-14,2.3167,2.3498,2.1713,2.4263,2.5039,2.6575,2.6573,1.913,1.967,2.234,2.452,0.0,-2.5,50.2,10.3
2023-11-15,2.3194,2.3646,2.1613,2.4063,2.5021,2.6613,2.6633,1.863,1.896,2.227,2.453,0.0,-2.5,50.2,10.3
2023-11-16,2.3141,2.3645,2.1415,2.3938,2.5027,2.6517,2.6558,1.907,1.951,2.229,2.457,0.0,-2.5,50.2,10.3
2023-11-17,2.3118,2.3592,2.1221,2.3852,2.5058,2.647,2.6524,1.8822,1.9622,2.23,2.4611,0.0,-2.5,50.2,10.3
2023-11-20,2.3075,2.3633,2.1477,2.403,2.5243,2.6539,2.6584,1.897,1.962,2.223,2.461,0.0,-2.5,50.2,10.3
2023-11-21,2.319,2.378,2.2024,2.4331,2.545,2.6614,2.6684,1.89,1.961,2.221,2.461,0.0,-2.5,50.2,10.3
2023-11-22,2.3756,2.4049,2.3112,2.4559,2.5661,2.6783,2.6823,1.899,1.997,2.224,2.462,0.0,-2.5,50.2,10.3
2023-11-23,2.3605,2.4196,2.3264,2.4861,2.5837,2.6987,2.7023,1.896,1.949,2.226,2.462,0.0,-2.5,50.2,10.3
2023-11-24,2.3607,2.4196,2.3317,2.4911,2.5961,2.703,2.7053,1.837,2.195,2.236,2.462,0.0,-2.5,50.2,10.3
2023-11-27,2.3715,2.439,2.3889,2.5037,2.6012,2.7093,2.7108,1.809,2.094,2.255,2.463,0.0,-2.5,50.2,10.3
2023-11-28,2.3767,2.4392,2.3564,2.4817,2.5762,2.6834,2.6898,1.711,2.051,2.267,2.465,0.0,-2.5,50.2,10.3
2023-11-29,2.455,2.4375,2.3566,2.4842,2.584,2.6792,2.6826,1.608,2.076,2.279,2.481,0.0,-2.5,50.2,10.3
2023-11-30,2.3874,2.3606,2.3367,2.4721,2.5691,2.6664,2.668,1.858,2.166,2.297,2.493,-0.2,-2.6,49.5,10.3
2023-12-01,2.3941,2.3704,2.3439,2.4725,2.5665,2.6588,2.6625,1.618,1.795,2.302,2.503,-0.2,-2.6,49.5,10.3
2023-12-04,2.4115,2.433,2.3769,2.4947,2.592,2.675,2.6725,1.724,1.759,2.308,2.519,-0.2,-2.6,49.5,10.3
2023-12-05,2.4111,2.448,2.3817,2.4924,2.5843,2.665,2.665,1.714,1.816,2.327,2.533,-0.2,-2.6,49.5,10.3
2023-12-06,2.4762,2.4898,2.3971,2.5102,2.5952,2.6705,2.6725,1.606,1.763,2.34,2.537,-0.2,-2.6,49.5,10.3
2023-12-07,2.4413,2.4698,2.3816,2.4773,2.5644,2.6576,2.664,1.619,1.755,2.354,2.554,-0.2,-2.6,49.5,10.3
2023-12-08,2.419,2.4593,2.3791,2.4724,2.557,2.6575,2.6636,1.63,1.798,2.372,2.564,-0.2,-2.6,49.5,10.3
2023-12-11,2.4196,2.4543,2.3816,2.4649,2.5427,2.6353,2.644,1.755,1.855,2.411,2.572,-0.2,-2.6,49.5,10.3
2023-12-12,2.4238,2.459,2.3826,2.4622,2.5342,2.6335,2.6375,1.761,1.839,2.439,2.585,-0.2,-2.6,49.5,10.3
2023-12-13,2.405,2.4041,2.3526,2.4279,2.5136,2.6106,2.6226,1.634,1.789,2.445,2.593,-0.2,-2.6,49.5,10.3
2023-12-14,2.3601,2.379,2.3351,2.4188,2.5188,2.6217,2.6376,1.628,1.763,2.451,2.597,-0.2,-2.6,49.5,10.3
2023-12-15,2.3041,2.3293,2.3076,2.3915,2.4916,2.6032,2.6227,1.594,1.753,2.454,2.601,-0.2,-2.6,49.5,10.3
2023-12-18,2.2998,2.2883,2.2951,2.3901,2.4867,2.6002,2.6126,1.623,1.818,2.464,2.603,-0.2,-2.6,49.5,10.3
2023-12-19,2.2653,2.2814,2.3001,2.4148,2.5088,2.6052,2.6191,1.57,1.767,2.468,2.601,-0.2,-2.6,49.5,10.3
2023-12-20,2.2418,2.2845,2.3051,2.4142,2.5197,2.6068,2.6222,1.592,1.784,2.472,2.601,-0.2,-2.6,49.5,10.3
2023-12-21,2.22,2.27,2.2801,2.3948,2.4783,2.5753,2.5901,1.711,1.801,2.491,2.604,-0.2,-2.6,49.5,10.3
2023-12-22,2.2206,2.2415,2.2526,2.3726,2.4562,2.5698,2.5877,1.616,1.762,2.501,2.604,-0.2,-2.6,49.5,10.3
2023-12-25,2.1506,2.2269,2.2246,2.335,2.4172,2.5453,2.5678,1.592,1.822,2.506,2.601,-0.2,-2.6,49.5,10.3
2023-12-26,2.1181,2.16,2.2046,2.2945,2.4123,2.5503,2.5804,1.494,1.844,2.509,2.6,-0.2,-2.6,49.5,10.3
2023-12-27,1.9545,2.1,2.1546,2.2597,2.3836,2.5401,2.5577,1.467,1.864,2.506,2.59,-0.2,-2.6,49.5,10.3
2023-12-28,1.9007,2.06,2.1196,2.2876,2.4081,2.5427,2.5694,1.429,1.937,2.499,2.556,-0.2,-2.6,49.5,10.3
2023-12-29,1.8017,2.06,2.0796,2.2894,2.4001,2.5328,2.5553,1.746,1.867,2.482,2.53,-0.2,-2.6,49.5,10.3
2023-12-31,1.8017,2.06,2.0796,2.2894,2.4001,2.5328,2.5553,,,,,-0.5,-3.0,49.4,10.0
2024-01-02,1.8057,2.082,2.1166,2.342,2.4374,2.56,2.5601,1.586,1.786,2.398,2.45,-0.5,-3.0,49.4,10.0
2024-01-03,1.8091,2.0998,2.1416,2.3381,2.4212,2.5452,2.5531,1.604,1.805,2.354,2.423,-0.5,-3.0,49.4,10.0
2024-01-04,1.8406,2.1212,2.1541,2.3269,2.4089,2.535,2.5368,1.589,1.783,2.329,2.399,-0.5,-3.0,49.4,10.0
2024-01-05,1.8025,2.0815,2.1091,2.2931,2.3903,2.5175,2.5175,1.588,1.77,2.32,2.396,-0.5,-3.0,49.4,10.0
2024-01-08,1.8125,2.0682,2.1191,2.3083,2.408,2.5175,2.5136,1.585,1.772,2.312,2.396,-0.5,-3.0,49.4,10.0
2024-01-09,1.8208,2.0891,2.0991,2.2909,2.3905,2.495,2.4862,1.582,1.79,2.304,2.397,-0.5,-3.0,49.4,10.0
2024-01-10,1.8196,2.08,2.1091,2.2973,2.4062,2.502,2.4982,1.588,1.797,2.298,2.4,-0.5,-3.0,49.4,10.0
2024-01-11,1.8296,2.0791,2.0941,2.2942,2.4042,2.5026,2.4992,1.627,1.799,2.296,2.4,-0.5,-3.0,49.4,10.0
2024-01-12,1.8308,2.079,2.0941,2.2941,2.4156,2.52,2.5172,1.678,1.846,2.297,2.4,-0.5,-3.0,49.4,10.0
2024-01-15,1.8508,2.07,2.0991,2.3008,2.4256,2.525,2.5212,1.677,1.862,2.297,2.4,-0.5,-3.0,49.4,10.0
2024-01-16,1.8708,2.08,2.1091,2.315,2.4406,2.525,2.5252,1.745,1.934,2.3,2.401,-0.5,-3.0,49.4,10.0
2024-01-17,2.0057,2.075,2.1041,2.3055,2.4003,2.512,2.5077,1.832,1.943,2.3,2.402,-0.5,-3.0,49.4,10.0
2024-01-18,2.0073,2.07,2.0991,2.3072,2.3954,2.5135,2.5092,1.734,1.819,2.3,2.4,-0.5,-3.0,49.4,10.0
2024-01-19,1.9792,2.0487,2.0841,2.2901,2.378,2.505,2.5027,1.724,1.831,2.3,2.4,-0.5,-3.0,49.4,10.0
2024-01-22,1.9866,2.0407,2.0813,2.2813,2.3709,2.4902,2.4922,1.76,1.844,2.3,2.4,-0.5,-3.0,49.4,10.0
2024-01-23,1.9787,2.0382,2.0841,2.2975,2.3835,2.504,2.5042,1.76,1.807,2.3,2.4,-0.5,-3.0,49.4,10.0
2024-01-24,1.9787,2.0274,2.0691,2.2675,2.3713,2.505,2.5042,1.808,1.84,2.3,2.4,-0.5,-3.0,49.4,10.0
2024-01-25,1.955,1.9962,2.0342,2.2358,2.3314,2.4815,2.4984,1.844,1.872,2.3,2.4,-0.5,-3.0,49.4,10.0
2024-01-26,1.9042,1.9865,2.0229,2.2391,2.3441,2.4839,2.4994,1.82,1.899,2.301,2.4,-0.5,-3.0,49.4,10.0
2024-01-29,1.862,1.9498,1.9401,2.2158,2.3222,2.474,2.494,1.731,1.863,2.302,2.4,-0.5,-3.0,49.4,10.0
2024-01-30,1.8096,1.8725,1.8751,2.1721,2.2849,2.4324,2.4557,1.618,1.959,2.3,2.398,-0.5,-3.0,49.4,10.0
2024-01-31,1.791,1.8706,1.8802,2.193,2.2872,2.4167,2.433,1.708,1.829,2.282,2.388,-0.3,-2.7,49.0,9.7
2024-02-01,1.7753,1.8572,1.8802,2.2107,2.3048,2.4215,2.4354,1.676,1.809,2.262,2.375,-0.3,-2.7,49.0,9.7
2024-02-02,1.7718,1.8782,1.8903,2.1886,2.2799,2.4115,2.4244,1.719,1.846,2.252,2.369,-0.3,-2.7,49.0,9.7
2024-02-04,1.7718,1.8738,1.8803,2.1743,2.2728,2.3961,2.4053,1.711,1.958,2.239,2.363,-0.3,-2.7,49.0,9.7
2024-02-05,1.7505,1.8445,1.8829,2.1887,2.2751,2.3978,2.4002,1.68,1.946,2.227,2.35,-0.3,-2.7,49.0,9.7
2024-02-06,1.7558,1.8518,1.9269,2.2405,2.3329,2.4503,2.4525,1.727,1.966,2.224,2.345,-0.3,-2.7,49.0,9.7
2024-02-07,1.744,1.8511,1.9287,2.1864,2.2985,2.415,2.4153,1.716,1.947,2.219,2.342,-0.3,-2.7,49.0,9.7
2024-02-08,1.7277,1.8541,1.9265,2.1891,2.2885,2.4353,2.4379,1.697,1.791,2.213,2.334,-0.3,-2.7,49.0,9.7
2024-02-09,1.7127,1.8481,1.9265,2.1891,2.2885,2.43,2.4302,1.853,1.857,2.21,2.33,-0.3,-2.7,49.0,9.7
2024-02-18,1.687,1.8593,1.9292,2.1884,2.2972,2.4356,2.4393,1.699,1.817,2.2,2.318,-0.3,-2.7,49.0,9.7
2024-02-19,1.6713,1.8779,1.9157,2.1909,2.3058,2.4263,2.4344,1.607,1.785,2.186,2.303,-0.3,-2.7,49.0,9.7
2024-02-20,1.6632,1.7937,1.8649,2.1634,2.2759,2.4041,2.4134,1.63,1.787,2.166,2.27,-0.3,-2.7,49.0,9.7
2024-02-21,1.6017,1.7497,1.8149,2.1634,2.2683,2.4018,2.4119,1.698,1.819,2.145,2.243,-0.3,-2.7,49.0,9.7
2024-02-22,1.6052,1.744,1.7731,2.1284,2.2439,2.3835,2.4033,1.635,1.815,2.132,2.219,-0.3,-2.7,49.0,9.7
2024-02-23,1.5512,1.7215,1.7699,2.1234,2.2495,2.381,2.4009,1.747,1.816,2.122,2.214,-0.3,-2.7,49.0,9.7
2024-02-26,1.5512,1.7129,1.767,2.1134,2.2244,2.3629,2.3789,1.779,1.883,2.116,2.208,-0.3,-2.7,49.0,9.7
2024-02-27,1.5855,1.6785,1.7739,2.1334,2.2419,2.3675,2.3809,1.819,1.904,2.107,2.204,-0.3,-2.7,49.0,9.7
2024-02-28,1.6625,1.7031,1.7863,2.1103,2.2223,2.34,2.3376,1.7056,1.8178,2.1033,2.1989,-0.3,-2.7,49.0,9.7
2024-02-29,1.6454,1.6939,1.7871,2.1005,2.2178,2.34,2.3375,1.639,1.775,2.099,2.193,-0.8,-2.5,49.2,8.7
2024-03-01,1.628,1.6885,1.7833,2.1405,2.2632,2.3799,2.3675,1.694,1.806,2.088,2.182,-0.8,-2.5,49.2,8.7
2024-03-04,1.6055,1.6643,1.7612,2.123,2.2489,2.3569,2.3475,1.711,1.811,2.086,2.171,-0.8,-2.5,49.2,8.7
2024-03-05,1.5955,1.7017,1.7732,2.1108,2.2285,2.3358,2.3169,1.719,1.855,2.086,2.167,-0.8,-2.5,49.2,8.7
2024-03-06,1.6006,1.7026,1.7574,2.0708,2.1675,2.2828,2.265,1.713,1.822,2.088,2.165,-0.8,-2.5,49.2,8.7
2024-03-07,1.5809,1.6528,1.7578,2.0857,2.1959,2.2973,2.2776,1.713,1.827,2.088,2.164,-0.8,-2.5,49.2,8.7
2024-03-08,1.5819,1.6641,1.7525,2.0906,2.2089,2.3023,2.2825,1.72,1.848,2.087,2.16,-0.8,-2.5,49.2,8.7
2024-03-11,1.6056,1.6655,1.7575,2.111,2.232,2.3198,2.305,1.731,1.853,2.086,2.159,-0.8,-2.5,49.2,8.7
2024-03-12,1.5931,1.6673,1.7975,2.1517,2.2716,2.3598,2.3476,1.721,1.853,2.091,2.158,-0.8,-2.5,49.2,8.7
2024-03-13,1.6237,1.6762,1.8175,2.1548,2.2587,2.3448,2.3326,1.735,1.882,2.095,2.159,-0.8,-2.5,49.2,8.7
2024-03-14,1.6437,1.6969,1.8475,2.1528,2.2595,2.3672,2.3425,1.746,1.88,2.1,2.161,-0.8,-2.5,49.2,8.7
2024-03-15,1.6537,1.6907,1.8325,2.1276,2.2428,2.3496,2.32,1.766,1.89,2.101,2.163,-0.8,-2.5,49.2,8.7
2024-03-18,1.6724,1.6813,1.7825,2.0812,2.2168,2.3294,2.2926,1.746,1.854,2.106,2.163,-0.8,-2.5,49.2,8.7
2024-03-19,1.6739,1.6873,1.7725,2.0742,2.2074,2.3154,2.2801,1.754,1.87,2.117,2.163,-0.8,-2.5,49.2,8.7
2024-03-20,1.6658,1.6835,1.7725,2.0828,2.2233,2.3369,2.2951,1.765,1.844,2.123,2.16,-0.8,-2.5,49.2,8.7
2024-03-21,1.6412,1.7004,1.7625,2.063,2.2036,2.322,2.2851,1.771,1.834,2.126,2.162,-0.8,-2.5,49.2,8.7
2024-03-22,1.6403,1.6952,1.7625,2.0695,2.2143,2.337,2.3051,1.772,1.845,2.13,2.163,-0.8,-2.5,49.2,8.7
2024-03-25,1.65,1.7073,1.7875,2.0793,2.2281,2.3543,2.3151,1.774,1.898,2.135,2.159,-0.8,-2.5,49.2,8.7
2024-03-26,1.6365,1.6829,1.79,2.08,2.2279,2.3593,2.3175,1.77,1.957,2.137,2.16,-0.8,-2.5,49.2,8.7
2024-03-27,1.6408,1.6679,1.7525,2.0545,2.1948,2.32,2.2876,1.77,1.972,2.141,2.159,-0.8,-2.5,49.2,8.7
2024-03-28,1.6411,1.6685,1.7525,2.0549,2.2112,2.33,2.3026,1.734,1.948,2.143,2.156,-0.8,-2.5,49.2,8.7
2024-03-29,1.6414,1.6591,1.7225,2.0315,2.1974,2.3175,2.2901,1.718,1.967,2.14,2.156,-0.8,-2.5,49.2,8.7
2024-04-01,1.6333,1.6464,1.7425,2.0643,2.2172,2.3375,2.3082,1.728,1.857,2.128,2.157,0.7,-2.7,49.1,8.7
2024-04-02,1.6202,1.6329,1.7275,2.0553,2.1967,2.3225,2.2927,1.704,1.833,2.11,2.151,0.7,-2.7,49.1,8.7
2024-04-03,1.6122,1.6249,1.7225,2.0428,2.1897,2.31,2.2837,1.685,1.821,2.097,2.143,0.7,-2.7,49.1,8.7
2024-04-07,1.6102,1.6189,1.7225,2.0446,2.1946,2.3175,2.2937,1.708,1.805,2.082,2.141,0.7,-2.7,49.1,8.7
2024-04-08,1.5892,1.5988,1.7025,2.02,2.169,2.3,2.2822,1.711,1.815,2.062,2.133,0.7,-2.7,49.1,8.7
2024-04-09,1.5792,1.5848,1.6925,2.0183,2.1533,2.295,2.2802,1.718,1.816,2.05,2.12,0.7,-2.7,49.1,8.7
2024-04-10,1.5601,1.6148,1.7033,2.0187,2.1591,2.3025,2.2972,1.722,1.817,2.049,2.117,0.7,-2.7,49.1,8.7
2024-04-11,1.5501,1.6084,1.7033,2.0164,2.1378,2.2901,2.2928,1.721,1.815,2.039,2.105,0.7,-2.7,49.1,8.7
2024-04-12,1.5502,1.6051,1.6958,1.9925,2.1119,2.2583,2.2837,1.717,1.82,2.025,2.09,0.7,-2.7,49.1,8.7
2024-04-15,1.5407,1.6051,1.7033,2.0135,2.1263,2.254,2.2798,1.716,1.797,2.012,2.071,0.7,-2.7,49.1,8.7
2024-04-16,1.541,1.6156,1.7233,2.0212,2.1288,2.2447,2.2723,1.715,1.805,2.005,2.058,0.7,-2.7,49.1,8.7
2024-04-17,1.5461,1.6384,1.7133,2.0161,2.1053,2.2366,2.2608,1.723,1.816,2.0,2.049,0.7,-2.7,49.1,8.7
2024-04-18,1.5459,1.6317,1.6983,1.9935,2.0804,2.2315,2.2537,1.776,1.836,1.996,2.041,0.7,-2.7,49.1,8.7
2024-04-19,1.5529,1.6331,1.6933,1.9931,2.0755,2.2241,2.254,1.797,1.87,1.989,2.035,0.7,-2.7,49.1,8.7
2024-04-22,1.5723,1.6231,1.6833,1.9774,2.0735,2.2125,2.2435,1.78,1.831,1.972,2.027,0.7,-2.7,49.1,8.7
2024-04-23,1.5813,1.6151,1.6633,1.9457,2.0563,2.195,2.226,1.788,1.824,1.963,2.018,0.7,-2.7,49.1,8.7
2024-04-24,1.6228,1.66,1.6696,1.9853,2.0965,2.2449,2.2727,1.784,1.855,1.959,2.014,0.7,-2.7,49.1,8.7
2024-04-25,1.5803,1.6597,1.6046,1.9443,2.0668,2.2242,2.2612,1.846,1.885,1.956,1.999,0.7,-2.7,49.1,8.7
2024-04-26,1.6103,1.6599,1.6646,1.9981,2.1245,2.2778,2.3084,1.879,1.912,1.952,1.993,0.7,-2.7,49.1,8.7
2024-04-28,1.6219,1.66,1.6932,2.0333,2.1575,2.309,2.3244,1.806,1.951,1.95,1.994,0.7,-2.7,49.1,8.7
2024-04-29,1.6342,1.6627,1.7831,2.0647,2.1876,2.3344,2.353,1.823,2.08,1.962,2.005,0.7,-2.7,49.1,8.7
2024-04-30,1.5342,1.6596,1.6928,1.9836,2.1484,2.2822,2.3028,1.921,2.109,1.961,2.002,0.1,-2.8,50.8,8.3
2024-05-06,1.6485,1.6584,1.7022,1.9819,2.1268,2.2786,2.3081,1.777,1.874,1.958,2.001,0.1,-2.8,50.8,8.3
2024-05-07,1.6442,1.6675,1.7028,1.96,2.0994,2.2521,2.2896,1.744,1.845,1.951,1.996,0.1,-2.8,50.8,8.3
2024-05-08,1.632,1.6868,1.7071,1.9797,2.1068,2.2595,2.2955,1.837,1.867,1.945,1.99,0.1,-2.8,50.8,8.3
2024-05-09,1.6202,1.6673,1.7205,2.0084,2.1295,2.2889,2.3186,1.727,1.822,1.943,1.991,0.1,-2.8,50.8,8.3
2024-05-10,1.6199,1.6665,1.7044,1.993,2.1301,2.2816,2.3122,1.733,1.836,1.94,1.989,0.1,-2.8,50.8,8.3
2024-05-11,1.6277,1.6645,1.7092,2.009,2.1556,2.3087,2.3361,1.724,1.85,1.941,1.988,0.1,-2.8,50.8,8.3
2024-05-13,1.5816,1.6172,1.6417,1.9517,2.096,2.2638,2.29,1.781,1.836,1.931,1.983,0.1,-2.8,50.8,8.3
2024-05-14,1.5714,1.5837,1.6132,1.9482,2.086,2.2564,2.2938,1.769,1.837,1.927,1.977,0.1,-2.8,50.8,8.3
2024-05-15,1.5811,1.6,1.6134,1.9446,2.0916,2.261,2.302,1.727,1.808,1.923,1.975,0.1,-2.8,50.8,8.3
2024-05-16,1.57,1.5905,1.628,1.9696,2.1035,2.278,2.3147,1.724,1.801,1.911,1.969,0.1,-2.8,50.8,8.3
2024-05-17,1.6003,1.6025,1.6073,1.9206,2.0928,2.2707,2.3077,1.719,1.808,1.907,1.963,0.1,-2.8,50.8,8.3
2024-05-20,1.5361,1.5629,1.6136,1.9315,2.0983,2.2714,2.3105,1.719,1.803,1.905,1.958,0.1,-2.8,50.8,8.3
2024-05-21,1.5323,1.5741,1.6129,1.952,2.1028,2.2741,2.3141,1.758,1.847,1.906,1.958,0.1,-2.8,50.8,8.3
2024-05-22,1.5516,1.5711,1.6052,1.9372,2.0959,2.2697,2.3123,1.779,1.838,1.908,1.958,0.1,-2.8,50.8,8.3
2024-05-23,1.5608,1.5683,1.6085,1.9327,2.0884,2.2546,2.3063,1.769,1.829,1.905,1.957,0.1,-2.8,50.8,8.3
2024-05-24,1.5606,1.5823,1.6375,1.943,2.096,2.2613,2.3134,1.766,1.818,1.905,1.958,0.1,-2.8,50.8,8.3
2024-05-27,1.5513,1.61,1.6612,1.954,2.0961,2.2566,2.3084,1.767,1.888,1.904,1.958,0.1,-2.8,50.8,8.3
2024-05-28,1.5413,1.6048,1.6552,1.9391,2.0871,2.2468,2.2994,1.81,1.885,1.905,1.957,0.1,-2.8,50.8,8.3
2024-05-29,1.5632,1.6037,1.6567,1.9295,2.0848,2.2438,2.2776,1.849,1.897,1.905,1.957,0.1,-2.8,50.8,8.3
2024-05-30,1.5616,1.6039,1.6531,1.9275,2.0862,2.2446,2.2826,1.746,1.903,1.906,1.957,0.1,-2.8,50.8,8.3
2024-05-31,1.5428,1.6099,1.6444,1.936,2.085,2.2526,2.2926,1.805,1.851,1.907,1.955,0.3,-2.5,50.4,7.2
2024-06-03,1.5051,1.5856,1.6457,1.9324,2.0699,2.2328,2.2853,1.723,1.811,1.905,1.953,0.3,-2.5,50.4,7.2
2024-06-04,1.5435,1.5793,1.6461,1.9197,2.0708,2.2308,2.2854,1.663,1.785,1.9,1.949,0.3,-2.5,50.4,7.2
